10:22,"Barkeb Aji Sax jeey maye alal,
kër-këri taxula barele."
10:23,"Jëf ju bon la dof di fowe;
ku am dég-dég safoo lu xelu."
10:24,"Ab soxor, li mu ragal moo koy dab;
nammeelu kiy def njekk nag day sotti."
10:25,"Bu ngëlén walee, ab soxor ne mes;
kiy def njekk, sab reen sax ba fàww."
10:26,"Ndaw lu tayel ca ka yónnee
daa mel ni lu forox ciy gëñ mbaa saxaar ciy gët."
10:27,"Ragal Aji Sax ji, gudd fan;
soxor, gàtt fan."
10:28,"Kiy def njekk day séentu mbégte, gis ko;
ab soxor yaakaar, yàkki."
10:29,"Aji Sax jeeki nammeelam rawtu la ci ku mat,
di sànkute ci kuy def lu bon."
10:30,"Kiy def njekk deesu ko daaneel mukk,
ku soxor du yàgg cim réew."
10:31,"Kàddug boroom njekk day jur xel mu rafet,
ku wax njekkar ñu tëj sa gémmiñ."
10:32,"Boroom njekk day xam wax ju yiw;
ab soxor sàlloo waxi njekkar."
11:1,"Aji Sax ji bañ na njublaŋ ci nattub diisaay,
ay nattukaay na mat, muy bànneexam."
11:2,"Ku réy-réylu rus;
woyofal ndax nga xelu."
11:3,"Kuy jubal, jiital mat.
Njublaŋ ak wor, detteelu."
11:4,"Alal du jariñ bésu mbugal;
jub, mucc ci gàtt fan."
11:5,"Ku mat, dëgg xàllal la;
coxor daaneel boroom."
11:6,"Jubalal, sa jëfi njekk musal la;
ab workat day bëgge, ba far keppu."
11:7,"Ab soxor saay, yaakaaram seey,
rawatina yaakaar ju sës ci alal."
11:8,"Ku jub mucc ci njàqare,
ab soxor wuutu ko ca."
11:9,"Ay sos la yéefar di loree dëkkandoom,
waaye kiy jëfe njekk, xam-xam la cay mucce."
11:10,"Kiy jëfe njekk baaxle, waa dëkkam bànneexu;
ab saay-saay saay, mbégte dim riir."
11:11,"Barkeb kiy jëfe njekk teral nab dëkk,
kàddug ku soxor tas nab dëkk."
11:12,"Waxi xeebaate ñàkk bopp la,
ku am ag dégg day noppi."
11:13,"Kuy wër di sos dangay wuññi sutura,
ku jara wóolu dangay am bàmmeelu biir."
11:14,"Tegtal tumurànke, am réew suux;
digle bare, ndam dikk."
11:15,"Bul gàddul kenn bor, di loru;
bañ koo dige, daldi am jàmm."
11:16,"Jigéen, na yiw, ñu sagal ko;
góor gu néeg, alal doŋŋ."
